distance_km,pickup_lat,pickup_lng,drop_lat,drop_lng,Hour,Day,Month,DayOfWeek,ActualFare,PredictedFare
10.48,37.66236446213874,-97.93556677345936,37.64992604671788,-97.89627024599808,22,4,1,2,22.02,21.305150000000022
6.33,39.52140409408132,-106.05641259648075,39.49520597219621,-106.06906679624812,17,23,1,0,12.6,15.553500000000025
7.16,39.042907568409206,-86.92178961646096,39.00144029807905,-86.93374948108965,23,10,1,1,12.56,15.909299999999996
6.54,37.47176138336684,-118.20910624146956,37.48626711209383,-118.17454217153636,18,5,1,3,18.46,14.514050000000003
6.38,37.094072126966736,-78.27348398603684,37.07916433097798,-78.26456269707859,2,9,1,0,11.67,14.243549999999995
8.91,39.73600558446547,-96.0342829507012,39.7682616394281,-96.00917649968136,23,3,1,1,19.53,21.41004999999999
3.1,38.90084876805573,-101.8201102915978,38.92505025435656,-101.80808322734649,21,15,1,6,8.16,8.781299999999991
7.82,39.5539913536432,-111.87565125715712,39.56028264884397,-111.89821609788282,7,15,1,6,19.43,16.803549999999994
6.36,37.69697180144499,-87.66022597064688,37.72544093964184,-87.613129239975,15,29,1,6,14.85,14.775849999999997
3.18,39.68863617344673,-87.16422358080611,39.73377502567696,-87.1151158911671,9,24,1,1,12.43,8.75395
2.76,40.07301851358839,-93.36210890878992,40.110485662741205,-93.31489021543705,4,18,1,2,8.54,8.3409
2.56,39.385462800176406,-96.83634603835648,39.35534531308452,-96.8637222390408,17,20,1,4,8.46,7.595850000000001
6.04,38.45633054313996,-88.00231917183339,38.46107165057272,-88.04556620972325,1,4,2,5,11.12,13.2776
7.44,39.35610003104931,-92.82607481168722,39.3457399819762,-92.80006992689188,23,22,1,6,21.36,16.980800000000016
10.71,38.434900421379766,-91.54059138242874,38.42620086915841,-91.53629836921182,19,1,1,6,25.24,22.716550000000005
13.03,40.72863078052587,-88.29346570643318,40.76680300003257,-88.29097952700563,8,1,2,2,21.72,24.746349999999985
10.8,38.79124855404645,-117.53802483218254,38.74777489856367,-117.52949617717404,13,31,1,1,17.59,22.868699999999993
4.32,38.00040367193917,-79.00652821579976,38.0426875480049,-78.99692854661106,17,15,1,6,9.84,10.493149999999991
3.72,39.47700693860423,-113.51754746233831,39.51088635074525,-113.55884526525314,2,24,1,1,12.03,9.9019
7.58,39.382713283154736,-77.77930542594657,39.3612981000396,-77.75055460987399,21,29,1,6,17.84,16.304900000000014
3.46,39.640920812472736,-80.55972969286151,39.64326208149175,-80.55094208906374,0,25,1,2,8.96,9.607700000000001
8.17,38.9393558138208,-112.67688794652906,38.94184684954951,-112.67877221217532,15,11,1,2,19.87,19.21134999999998
7.27,39.07372298082357,-106.84153203924548,39.05595994975026,-106.79853533071254,20,5,1,3,21.18,17.84254999999999
11.77,38.9697913676742,-95.787193077122,39.01864071136773,-95.79032015821538,18,2,1,0,27.67,23.934300000000007
5.65,37.17084775156484,-85.66392629533027,37.21489806066636,-85.63189371106343,12,14,1,5,13.62,13.964649999999995
3.65,40.76108617137648,-89.87347768186285,40.76031379005407,-89.90545711100052,6,15,1,6,9.61,9.150650000000008
6.2,37.58393627838118,-89.94348914311638,37.571644613211504,-89.9376610855165,5,6,1,4,13.35,13.917800000000017
8.65,37.53153646488296,-121.1600585556754,37.51899711735453,-121.18841672147016,10,5,1,3,25.5,20.447750000000006
9.31,40.10664336501883,-88.35398034914218,40.07051407176586,-88.38711450419277,11,12,1,3,18.32,20.575749999999992
10.13,38.39217148385161,-94.52204443539546,38.39686214234543,-94.55091819515005,17,31,1,1,19.07,22.75824999999999
8.76,39.792645367491865,-98.40569144079184,39.83092365871791,-98.41033402276828,22,30,1,0,17.49,20.120800000000017
9.03,38.20560650431667,-101.2713748964401,38.17404839378309,-101.24025790595414,20,25,1,2,17.36,18.52505
9.02,37.7958433261572,-88.15093440313365,37.74960273379014,-88.1175531954456,18,1,2,2,25.82,19.26034999999998
7.37,38.11315472694957,-104.44314398352115,38.085169129355165,-104.41031758410416,8,23,1,0,18.99,16.424449999999997
6.78,40.255554077203534,-79.6534237185737,40.28389710397541,-79.64163040692482,19,21,1,5,12.54,15.051450000000003
3.68,38.09798219283692,-105.21059302940483,38.11929295871796,-105.23009750885367,20,16,1,0,12.19,9.79530000000001
2.3,38.32398348408967,-81.99046144372652,38.330836798518526,-82.03322616794257,8,6,1,4,8.38,7.301199999999994
1.98,37.378915390366735,-88.19558858163894,37.34303564467373,-88.20069513035966,20,26,1,3,6.26,6.412349999999998
7.18,38.10645304745491,-83.03279609884069,38.09876574070461,-83.07079624438731,9,1,1,6,19.73,16.672249999999995
11.17,40.57408960883085,-91.32870586223314,40.598714106387234,-91.37413999911446,10,24,1,1,18.05,23.775799999999993
10.38,39.71774633446949,-95.44107515058536,39.70725210444186,-95.4296419863423,11,11,1,2,27.44,22.7725
5.91,39.7392385625263,-115.756199887983,39.69434405359983,-115.72174740701392,16,9,1,0,12.72,14.354899999999995
4.5,37.202573768191975,-112.81756148563736,37.24087399524175,-112.7845037265088,4,2,1,0,10.3,11.744900000000005
12.46,37.53316261513707,-109.00009101767812,37.49768742495357,-108.95091177574348,13,13,1,4,28.24,26.320850000000014
7.82,38.75932026212406,-90.0757000740264,38.73763935001148,-90.04980614088326,7,28,1,5,18.68,18.121599999999997
12.49,40.585251960241024,-84.59076318043459,40.57384226078165,-84.58498266787261,22,9,1,0,28.19,27.466499999999993
6.29,38.12241003470101,-84.12847905965836,38.154782619456896,-84.1020865500779,13,22,1,6,19.21,14.775950000000002
2.54,40.93388399666711,-119.76077281950624,40.956470317774375,-119.72581760298289,23,27,1,4,5.18,7.287299999999997
4.83,37.551964612931606,-84.39382896296269,37.514514736545294,-84.37606214147563,17,21,1,5,14.77,11.294199999999996
4.57,40.08144532244294,-104.41924446725116,40.07939861445542,-104.39035415481966,4,17,1,1,12.58,11.302549999999995
5.46,40.338732661643775,-116.8036439171171,40.36971308821583,-116.8220194030292,17,26,1,3,11.83,13.123950000000004
2.57,39.79985935831211,-75.53191393179904,39.84185840115478,-75.57536125054665,1,12,1,3,8.16,7.365400000000001
2.46,37.5827501851821,-73.77048534331854,37.57135499556443,-73.76914299066271,4,10,1,1,9.31,7.135450000000003
9.58,37.74691175480969,-109.01518132103338,37.74716660468377,-109.06466510738215,5,11,1,2,17.89,20.880300000000013
10.6,40.7706484636682,-99.51770846587264,40.7617788608425,-99.48929234219106,13,11,1,2,17.45,23.99539999999999
8.51,40.38854372733052,-93.48157383933756,40.40728736910701,-93.52363621691312,13,21,1,5,24.96,18.41574999999998
9.15,40.64365472267545,-99.1180749775894,40.596965034366,-99.167831251934,11,30,1,0,19.0,20.069449999999996
7.97,39.980299257989216,-121.37200385856626,39.94754696125883,-121.3819198618599,16,3,1,1,18.81,17.026050000000016
10.22,37.00547751804946,-80.99185852233617,37.05271417048064,-80.97544003617334,7,2,1,0,25.97,21.835249999999995
7.36,40.3123759252217,-105.28150940924782,40.32462761018034,-105.24909681389995,22,18,1,2,16.53,17.386449999999982
4.3,37.86987407261143,-121.93680114784236,37.82144983782331,-121.91942021290586,5,3,2,4,11.53,11.107299999999995
9.61,37.36048446189388,-118.6764681228689,37.34508469288988,-118.72023227799023,1,6,1,4,16.35,21.444549999999996
10.21,37.77659435880734,-102.01588345922946,37.794851040223776,-102.00578025344684,16,26,1,3,16.51,22.80970000000001
5.2,39.199236144094726,-77.05859490003839,39.24053143873793,-77.05256886291122,13,15,1,6,14.22,13.281149999999991
7.9,38.9921760188501,-78.03650928689217,38.985520731376965,-78.07993296752099,22,13,1,4,19.02,17.652650000000005
1.72,38.68312426828241,-120.2698420305004,38.64610474964211,-120.2403779266599,4,4,2,5,5.62,6.430250000000005
5.49,38.10630143085405,-93.0341309167775,38.08040215580789,-93.0339042794313,1,17,1,1,14.83,13.047500000000003
6.46,38.94218281167553,-99.30523801508028,38.91781936658884,-99.25922718263293,19,30,1,0,16.58,15.421999999999999
8.74,40.69302205719112,-87.47621473068804,40.690062921195306,-87.44081248921049,7,15,1,6,17.08,20.243549999999992
8.0,37.95826491611732,-105.90404664738884,38.00588073726794,-105.90011599945628,2,19,1,3,19.01,17.725700000000003
3.37,38.53421415866511,-109.39227019971948,38.49679976383493,-109.44057162952522,20,16,1,0,9.74,8.828399999999998
9.31,40.527578091884415,-118.44510423324472,40.54145924897492,-118.41390036157316,3,10,1,1,16.09,19.09225
7.05,39.35233800370712,-90.5642555970967,39.39180507442338,-90.52444070141958,18,3,2,4,19.56,16.739500000000003
7.72,39.4226027139461,-98.66597067478634,39.41266795311204,-98.62637187709392,5,4,1,2,12.71,17.30254999999999
7.59,38.29177265281958,-77.74692150871732,38.31455626253969,-77.73760861020642,13,13,1,4,17.24,17.651599999999995
3.88,37.44980894377059,-92.15911875261862,37.45046099020431,-92.1567107973795,3,7,1,5,10.7,10.251250000000006
4.22,38.95629235266861,-118.25233039525492,39.00035126862133,-118.27393375108907,16,11,1,2,11.58,11.001849999999996
7.63,38.51285876267227,-105.56820197316334,38.48065666653706,-105.53504259701118,20,17,1,1,19.25,16.0804
6.53,37.82157201992112,-98.79001985717024,37.80224324650515,-98.75739759796716,5,29,1,6,11.72,15.375949999999994
1.27,39.84410888356792,-79.39763229313326,39.8402102207781,-79.44199503497629,13,26,1,3,6.32,5.347649999999999
8.99,39.12223475154912,-115.68477152326602,39.09478178058618,-115.70932452986034,20,24,1,1,25.6,18.9008
3.79,39.61238770962062,-104.8398324152912,39.56298715992303,-104.83493207959684,20,27,1,4,9.04,10.092149999999997
5.55,39.297047575482125,-100.65114390683496,39.33597566142728,-100.61910320638778,13,2,2,3,10.23,14.427150000000005
3.18,40.58424000377954,-111.9390645495152,40.54409527704508,-111.91468793352098,16,15,1,6,9.5,9.451650000000006
8.55,37.50181575303496,-116.66746698689262,37.4810677601089,-116.68159794299252,21,20,1,4,14.07,19.04955000000002
8.38,37.41344958997206,-121.38149759134348,37.40882109223698,-121.4036425683162,13,29,1,6,22.35,17.11
5.59,37.05649445937717,-85.72414860650684,37.040501105818464,-85.70426168707729,1,1,1,6,14.51,14.44559999999999
9.35,37.73479242582246,-86.27783638759846,37.6962897903522,-86.26520502784744,23,9,1,0,16.94,21.461499999999987
8.88,40.46910524770398,-89.64490656553096,40.504100500350425,-89.59779858154528,11,19,1,3,20.4,20.19655
7.78,37.58229608002584,-87.3820937963487,37.58734813212698,-87.42158358469295,5,31,1,1,13.15,17.7641
11.3,37.275500420005336,-97.64657623326576,37.31060246967522,-97.6204738194398,18,22,1,6,25.49,24.355849999999986
4.25,38.10285894033316,-95.97250338594554,38.05846143830952,-95.98450160011772,10,16,1,0,12.68,10.494749999999996
4.92,39.50262610942809,-107.8968179082554,39.50949247080513,-107.86136719317474,9,11,1,2,13.59,11.536599999999996
12.07,39.54683630865697,-100.80894250803166,39.51091618810389,-100.80405501877718,23,6,1,4,22.06,25.549500000000016
4.57,38.56955063429295,-108.47774106320163,38.61051930019371,-108.48907163346048,15,9,1,0,12.66,11.33019999999999
6.09,39.86060723316086,-114.44009609546706,39.83387622391503,-114.40916650566784,21,14,1,5,16.99,13.014849999999997
11.31,38.33895442419034,-112.60459066881528,38.35646492777537,-112.59636740707164,22,30,1,0,29.74,23.65995
2.91,39.70865441323663,-104.18267547225292,39.75071520413249,-104.19938172260628,18,1,2,2,11.74,8.63774999999999
8.38,39.65193777703886,-101.22743465802994,39.64606737764762,-101.1948945377312,16,26,1,3,21.94,19.729400000000002
10.05,37.93394593424255,-98.9741503831473,37.98306045895853,-98.9952731146332,18,24,1,1,20.74,22.791649999999976
7.52,40.2201899527749,-101.6505648828274,40.240259805017686,-101.66821646304182,9,14,1,5,18.76,17.15279999999999
8.8,38.65794395108736,-73.27533161018147,38.610545029911016,-73.2312299894621,14,7,1,5,13.89,18.23799999999998
6.51,39.06013912817617,-77.69711865642837,39.0772182005211,-77.66503128573514,16,3,1,1,12.66,15.787050000000015
7.74,40.27577833103587,-117.87618402064898,40.303417786849,-117.88483286549992,6,28,1,5,17.29,16.60505000000001
7.35,38.32212222374304,-79.50542798193777,38.28730633184345,-79.48943891526139,3,3,2,4,19.72,17.815449999999988
4.75,37.71680500651904,-88.53590304164999,37.69914508788883,-88.53866318732823,12,6,1,4,14.06,11.436350000000003
8.78,40.97459449240692,-88.6033987621396,40.93513181926642,-88.62310915407157,6,1,1,6,25.11,20.470850000000013
5.82,40.5610330911038,-111.59543507655916,40.55475750348924,-111.62371700543686,14,11,1,2,11.15,13.099299999999998
8.48,40.2931003367409,-110.14139054178904,40.25276917789797,-110.12576127088926,11,30,1,0,21.44,18.065500000000014
3.04,40.42778876026036,-110.8187855602282,40.44825341038735,-110.78041262957572,3,24,1,1,9.16,8.691799999999995
7.21,37.96679021806021,-112.92080283840453,37.93714306499259,-112.9539462231438,3,20,1,4,15.75,16.579250000000005
7.27,39.89783304271006,-78.57119744893609,39.932529344204696,-78.57431723466676,15,29,1,6,14.03,16.989449999999984
5.23,39.6293355826981,-117.1234559156821,39.62899907659887,-117.08966691819164,21,3,1,1,14.06,12.382699999999998
6.56,37.73597011428634,-95.5529549815956,37.689095282371895,-95.5412950651029,20,1,1,6,20.13,15.436499999999993
10.2,40.73044519317638,-99.95129742872427,40.76705040796783,-99.94343703831576,18,16,1,0,26.92,21.584550000000018
8.35,39.19179879757257,-74.91698610917501,39.2056754791066,-74.9571717332931,22,7,1,5,14.51,18.92419999999998
11.91,37.70207356874074,-109.33372215102835,37.65977356330424,-109.35128451572228,3,24,1,1,30.84,24.561049999999994
6.85,40.8308604966913,-106.12393517044131,40.85359334455463,-106.14538448671712,4,6,1,4,13.75,14.568199999999997
6.64,37.14911896837689,-81.48416997774036,37.13275849335252,-81.5018865415475,5,28,1,5,13.98,16.122399999999985
3.74,37.32198382941478,-93.14197945727534,37.27484846591326,-93.15123506140978,11,31,1,1,11.84,10.172900000000002
5.82,40.91931204707903,-120.9946460312875,40.877702432670695,-120.9650512453256,18,6,1,4,18.6,13.643899999999988
4.81,37.44593026987502,-90.54303092079674,37.46369622967507,-90.52166508163748,9,5,1,3,9.67,11.187500000000002
9.23,37.39272501296659,-104.22163682134968,37.39995999265957,-104.26704662160869,7,4,1,2,15.72,17.940850000000005
5.24,37.8851969058178,-89.96307838426918,37.925092546896366,-89.91545323357572,16,4,2,5,17.04,13.247900000000001
7.18,38.09627718245424,-101.8794033208255,38.13610413099018,-101.91347868399602,2,28,1,5,13.67,15.80950000000002
5.23,38.29791316276332,-110.30630557099556,38.27308921120561,-110.29473349649209,6,23,1,0,12.99,12.017700000000007
5.75,39.62907098477847,-99.34901975188468,39.61389923993076,-99.3159021473122,4,29,1,6,17.26,13.211399999999992
6.1,38.848519718553256,-87.65909127630069,38.81534997024265,-87.6707900673784,21,18,1,2,13.01,14.569000000000003
7.79,40.73074890411922,-75.06260352254557,40.73509697503659,-75.03182390319432,3,27,1,4,15.06,17.457150000000006
3.48,39.56044757298341,-76.75055558499068,39.59823500447669,-76.76162380697862,2,17,1,1,8.48,10.71044999999999
7.6,39.13446978913635,-99.50682301404592,39.14228927745249,-99.5457913550319,19,20,1,4,12.53,17.7276
17.93,37.55029190017793,-90.44656943656078,37.52151242893688,-90.46424287509672,14,26,1,3,31.71,40.41830000000004
10.38,40.98975962813412,-91.63414733086032,41.02262111744968,-91.60068015536348,22,26,1,3,21.06,23.207600000000006
5.61,39.15124303079581,-105.26054949035856,39.13717062557495,-105.23679647807892,0,15,1,6,14.78,13.037249999999998
6.71,39.927869899733054,-80.40928010734254,39.89690090676768,-80.39280063836011,23,24,1,1,17.32,15.116050000000007
5.55,39.59654457031952,-97.68147875970152,39.582974449044734,-97.65438471740396,7,7,1,5,10.44,14.596500000000002
3.98,37.6654377179194,-100.71787924221708,37.6448747453528,-100.75567058267848,20,3,1,1,8.18,10.489150000000002
2.63,37.95675849485356,-83.99596212580894,37.99179956541902,-83.95471933188595,17,14,1,5,8.24,8.203849999999996
11.0,38.985356661425776,-77.29319253325944,38.94433048689661,-77.31734285854289,7,6,1,4,31.53,23.85349999999999
10.93,37.56911530649539,-113.1805357232274,37.58273664729087,-113.22098141013792,16,13,1,4,15.56,23.275000000000006
4.5,38.9213776572968,-109.91609653051836,38.93284332677925,-109.86833112381048,16,26,1,3,12.01,11.330050000000002
11.83,40.54800302782427,-113.04417324087972,40.560620379905856,-113.04552170308028,18,12,1,3,25.54,23.54934999999999
5.49,38.90048985837403,-79.38543963703887,38.9323596548787,-79.40545116678358,5,3,1,1,9.02,13.3737
10.34,37.04243363703325,-94.55076976692312,37.06836382997432,-94.50100947385846,14,3,1,1,15.94,22.258050000000004
3.9,38.88698898709906,-116.92778010002095,38.8836371713465,-116.89960890211246,20,13,1,4,10.9,9.317750000000004
4.22,37.00007309740411,-80.78421484033561,36.96451402559182,-80.75357589130458,15,29,1,6,11.26,10.740850000000005
5.6,40.25843048071123,-100.2538200756689,40.24022892207356,-100.20644993962634,20,15,1,6,15.32,13.349650000000002
6.27,39.03790088833844,-95.96294694810828,39.01240600629772,-95.99460542259732,20,18,1,2,20.57,13.86055000000001
8.59,37.8345767257617,-81.04167257867795,37.85740468779752,-81.00708055250035,5,9,1,0,17.77,19.49885000000001
8.26,40.61350271321752,-108.33229137154964,40.56591616716384,-108.35098296747368,13,7,1,5,22.06,19.420950000000026
8.12,39.3427085433334,-90.83400161768908,39.3491027152113,-90.84831581411376,6,19,1,3,19.59,17.85645000000001
8.78,40.2970910704762,-113.6893452727015,40.25107938479551,-113.66218114852202,17,25,1,2,24.1,19.837400000000013
6.04,37.39227159028609,-82.11808505828523,37.40584168909033,-82.09169828029852,17,13,1,4,18.5,13.599750000000014
5.43,39.46022283149046,-119.66862042714207,39.495729484316165,-119.6945837457912,17,7,1,5,12.27,14.24325
7.95,40.40478139000015,-84.87158225896033,40.438825963965584,-84.85334731000076,13,12,1,3,15.58,19.03770000000001
9.08,37.08260705957441,-104.31474242479472,37.13033073850209,-104.2694713209623,2,30,1,0,14.94,20.329449999999987
9.31,39.30814664557712,-108.73617836465516,39.344093721469,-108.76318554538926,11,19,1,3,22.22,19.98305000000002
3.47,38.79553910943287,-78.72787526845727,38.79182247393085,-78.73237094963392,17,6,1,4,9.07,10.379999999999995
6.6,38.22385453781812,-114.98347936278152,38.24532559136358,-115.0079565644741,8,20,1,4,16.96,15.693749999999996
7.22,37.50357249780498,-74.74850927498335,37.54271055177891,-74.77786809676662,18,17,1,1,13.75,16.410349999999983
7.61,40.13615433651831,-103.9553301050391,40.12167085172931,-103.94690005662672,6,21,1,5,15.88,17.5818
10.79,40.45024164355839,-86.648780032035,40.40659644184346,-86.62189379447747,8,3,2,4,26.03,22.661500000000014
4.49,39.260006609162325,-102.19814500809396,39.24983834630383,-102.1509883672922,8,22,1,6,13.98,11.5659
8.21,38.07694055418694,-81.71230104779889,38.06239862082892,-81.75376409396941,3,21,1,5,12.82,18.987900000000018
5.4,38.806703188582034,-117.879009927015,38.77313324980033,-117.8505868729116,13,8,1,6,11.77,13.341150000000003
8.66,40.11728855358356,-73.05636240884422,40.14400862287072,-73.04524546322028,0,8,1,6,15.35,18.80449999999999
12.19,40.79567025119592,-98.33449928782612,40.79394453935264,-98.32888423558846,17,10,1,1,24.08,26.364349999999998
12.29,39.75961655329176,-112.000778337354,39.77290094612008,-112.03999031911022,6,13,1,4,25.24,26.851549999999992
6.13,38.26933867174759,-83.5193068272221,38.22749189198355,-83.55192871080337,0,28,1,5,15.34,13.495599999999985
7.1,37.26823375316459,-112.6713213331512,37.31168237074939,-112.71462509501792,7,24,1,1,14.04,16.120400000000004
5.05,39.95923611964313,-114.7038083605892,39.94952605928172,-114.74325924815608,10,4,1,2,9.83,12.706200000000003
7.98,38.607990792389096,-74.36246550676701,38.579832862239655,-74.40593278199876,11,25,1,2,20.61,16.175450000000023
7.93,40.26699062918284,-100.27496812173366,40.252765648029,-100.30386399701844,16,19,1,3,13.07,17.114199999999997
13.09,37.66472516907584,-103.81607204842636,37.7098113333336,-103.85949189662718,19,12,1,3,34.76,24.372249999999998
5.38,40.30800973483726,-92.5818124552678,40.31530657824356,-92.61855028074297,6,21,1,5,15.1,11.697650000000001
14.31,38.84572874682157,-95.2472435671275,38.85483657920287,-95.24149142463818,17,3,1,1,37.53,29.271300000000007
8.98,38.82857266076776,-111.613227614187,38.85071620300692,-111.57175150527614,19,15,1,6,16.2,18.617750000000004
1.91,37.02364168017865,-92.37314090657344,36.97874008376998,-92.39756298101447,11,17,1,1,6.45,6.3995999999999995
6.95,38.67018682129447,-82.59651598620388,38.65043263728147,-82.64107351898627,2,16,1,0,16.83,15.985649999999998
3.95,37.860049330567136,-108.3565110355366,37.86099626724011,-108.3689341857694,11,29,1,6,11.42,11.431550000000001
3.99,38.13722991210573,-104.16315390874408,38.15133096580023,-104.12096454675618,18,3,2,4,8.18,10.169100000000006
8.03,39.19697849269171,-114.87849938167425,39.2346988137847,-114.8494661111474,8,23,1,0,16.79,17.302250000000008
4.09,37.00338616522676,-107.58157042872588,37.00343699013772,-107.624093652326,8,1,1,6,9.32,10.911899999999994
8.82,40.37947877489789,-98.49850337135469,40.42786062520541,-98.4840193572641,19,15,1,6,20.55,19.785649999999997
11.36,40.51823917126387,-116.07059115974477,40.49148561746089,-116.0582766094774,2,16,1,0,21.81,24.601750000000024
4.15,38.86259312179032,-107.36011841545796,38.87175856551136,-107.37756538989956,16,8,1,6,11.23,10.251099999999992
8.51,39.123567102583,-84.33676366610325,39.14330825324132,-84.37364697844126,13,16,1,0,23.59,17.904600000000006
4.78,38.22352875806988,-108.07062790977464,38.1956419390918,-108.08498770248649,13,28,1,5,12.45,11.82375
10.16,37.70080965723825,-110.92924821464358,37.74146924026523,-110.97717734108608,3,3,1,1,14.28,22.87879999999999
6.62,40.62010186216992,-89.47393502394726,40.59938237081441,-89.44125788971193,19,13,1,4,19.27,15.047699999999994
9.35,38.74780794271219,-74.29656758880157,38.73873359100572,-74.31867844188295,23,23,1,0,25.44,19.477950000000018
6.62,39.022086228092014,-112.05946491183542,38.99312099305173,-112.01433152035764,2,28,1,5,13.46,16.151199999999996
5.17,37.8462076952821,-102.3487792460731,37.82954895888806,-102.35904277873456,5,24,1,1,12.83,12.984500000000004
11.69,40.36189546034296,-76.41458659813082,40.32594366263684,-76.44222002043139,6,8,1,6,27.61,25.093450000000004
9.44,38.55365375449733,-76.82102958158131,38.53314077495372,-76.82713691437932,21,5,1,3,25.45,19.050250000000016
5.01,40.27993924334375,-82.21866680053427,40.26117646018123,-82.18632820627856,10,24,1,1,9.51,12.64055000000001
5.22,37.08258348302647,-104.86717031790204,37.05657589663972,-104.89069324046996,18,25,1,2,14.66,13.545549999999993
8.22,40.437344786739295,-90.0517772615832,40.47327308908994,-90.01053218098787,15,1,2,2,19.51,18.72510000000001
4.86,37.44424535972047,-89.40441890910037,37.437402843770656,-89.44505623553452,13,18,1,2,9.25,11.568050000000005
9.99,40.90390680860769,-76.67323693937942,40.89864334302818,-76.71014583169598,20,27,1,4,20.53,22.7777
6.76,39.81670550132567,-121.4801398141325,39.86654798176276,-121.5114744768276,18,4,1,2,19.31,14.465150000000001
5.36,38.24070451844394,-115.73413033585943,38.22024078755796,-115.73267399346707,22,13,1,4,10.74,12.839249999999998
12.96,38.929515149284896,-103.78032636363908,38.88334487759752,-103.75786753677286,22,20,1,4,32.62,24.449900000000028
5.66,39.47947259949362,-105.02889002096047,39.46122521351976,-105.02125966936634,9,18,1,2,17.58,13.575600000000009
7.23,37.479750889944576,-108.23102227925352,37.5173773208329,-108.27184591172112,5,7,1,5,17.69,16.074349999999992
9.86,39.32008050991823,-82.97761302231318,39.35483026050157,-83.01935413625269,7,14,1,5,15.28,20.061200000000014
3.49,40.27520235230927,-121.15032803968292,40.25095858335656,-121.19851638573026,16,22,1,6,9.36,8.37955
3.66,37.06160733147082,-104.54589223492692,37.079798292084014,-104.55797410444492,15,3,2,4,11.37,9.513300000000008
6.98,40.55204030157357,-113.3192477472936,40.56255534190266,-113.28566871244044,20,24,1,1,12.61,16.2971
6.05,38.69295360355744,-87.78929511501775,38.66313724094954,-87.79663359619956,20,11,1,2,10.85,14.960199999999995
8.91,38.01250287415328,-106.14850755024143,38.00090900650641,-106.15350819230594,10,5,1,3,13.23,19.18405
9.11,40.60920392138178,-99.72677147663588,40.64074303764787,-99.72561735955864,0,1,2,2,18.61,18.3374
10.43,38.4090509574201,-75.84814282045738,38.38954516629725,-75.80077440922831,0,5,1,3,20.36,23.643300000000014
8.09,39.551947610319885,-102.6886575600778,39.59425293554267,-102.73392655242657,9,8,1,6,22.14,18.570250000000012
6.41,37.604867653180754,-86.43644888604098,37.65101037644631,-86.45519271428273,16,20,1,4,18.2,14.60695000000001
5.15,39.86534870417436,-117.55286130435644,39.84938651338066,-117.50786067112152,5,26,1,3,16.22,12.859750000000002
10.3,37.84653149584362,-74.33231319380954,37.84925395314744,-74.35130709134785,17,3,2,4,14.18,22.463200000000015
5.87,39.08515580455337,-98.43647804758128,39.12919117713025,-98.46531686058378,15,30,1,0,12.96,13.056699999999996
5.63,38.06202993850084,-108.3653443207135,38.09603582056215,-108.3385658685236,6,13,1,4,16.26,13.20435
1.89,38.417381107085134,-110.19600398474486,38.36838361014476,-110.1697872454541,1,3,1,1,5.64,6.7841999999999985
8.12,39.109513244570245,-78.6260165390827,39.14766225354517,-78.62992548041102,22,25,1,2,22.39,16.619100000000007
8.66,39.76567677792454,-80.39170684434208,39.73488980283408,-80.43127040405737,16,31,1,1,15.91,18.711700000000004
13.32,37.489166022632034,-92.321347664023,37.45608652163174,-92.30409068354945,3,8,1,6,23.65,26.151399999999978
5.98,37.16059322564851,-106.35555889264026,37.11192817860665,-106.34857449889286,19,15,1,6,14.38,13.86410000000001
3.46,39.056591897607206,-109.45560461145028,39.01273655301519,-109.43310379522693,7,25,1,2,8.05,9.315349999999999
7.29,39.25979976617067,-105.84275089623112,39.24079275978221,-105.8538881599158,21,7,1,5,21.45,16.720549999999985
7.21,37.64572941600512,-92.86822333814888,37.622946109725845,-92.84903039809168,21,1,1,6,20.41,16.6178
8.17,38.232603473769,-117.1378198380542,38.27537095560023,-117.17836059157617,4,4,1,2,23.09,18.199550000000002
2.89,37.59020776218856,-108.0769819796825,37.62656658630584,-108.1123629633751,16,27,1,4,8.28,8.386099999999999
9.79,37.74579228662527,-73.7661942854184,37.71462191133222,-73.76071072636569,11,19,1,3,27.5,21.818399999999997
4.54,40.62359544844247,-93.0357574375826,40.574607862249,-93.08313452849632,12,17,1,1,11.28,11.832699999999997
5.31,37.822292318183216,-118.6578034819794,37.84200123324977,-118.6536144518376,19,27,1,4,12.1,12.708499999999997
7.3,37.27793497924484,-81.90471071157253,37.324905256030256,-81.93498818787991,2,20,1,4,13.56,16.188500000000015
0.66,38.1919388834162,-113.15094021732963,38.14862700968639,-113.1981483557691,10,26,1,3,2.84,4.189649999999999
2.57,40.82616835189448,-110.7292036102362,40.80918242305438,-110.72928085028332,22,31,1,1,9.78,7.912349999999996
1.07,40.96033627100939,-85.43538762434903,40.92059184244183,-85.44864344449785,12,3,1,1,4.47,5.069500000000004
4.74,39.45081387633325,-82.34441246582037,39.44439354967388,-82.39146954729384,15,20,1,4,8.64,12.179399999999985
3.33,37.45384767533859,-84.25145330336345,37.49673420923483,-84.23439813750342,10,1,2,2,10.41,9.551499999999999
9.41,40.52507192971491,-79.08309453981755,40.54571153953337,-79.07448376981843,21,22,1,6,15.29,20.139850000000006
1.93,39.4131662268478,-104.46827277307828,39.40237422954292,-104.5090902124912,11,26,1,3,5.69,7.039799999999997
6.62,39.92679146653708,-82.57480722516229,39.93217477213101,-82.60577613348042,8,30,1,0,14.32,14.341699999999992
